Time, X, Y, Z, Pitch, Yaw, Roll, errorHeight, errorRoll, errorPitch, errorYaw, HLeadOut, HIntegralOut, HeightError, HVelLeadOut->yl[0], ctrl_vel_h->ref
------------------------[Parameters]------------------------
HOVER_VALUE, ctrl_x->ref, ctrl_y->ref, ctrl_yaw->ref, ctrl_h->ref, ctrl_h->kp, ctrl_h->tau_i, ctrl_h->tau_d, ctrl_h->alpha, ctrl_vel_x->tau_i, ctrl_vel_x->tau_d, ctrl_vel_x->alpha, ctrl_vel_h->kp, ctrl_vel_h->tau_i, ctrl_vel_h->tau_d
440.000, 0.548, 2.959, -0.626, 4.000, 16.411, 0.000, 0.000, 0.000, 0.000, 0.347, 0.300, 44.668, 0.000, 0.756, 
------------------------[Parameters]------------------------
0.254,0.549,2.959,0.394,0.005,-0.630,0.004,462.275,0.001,-0.035,0.008,0.394,0.000,-3.606
0.507,0.551,2.960,0.396,0.013,-0.625,0.007,462.287,0.045,-0.078,-0.010,0.396,0.000,-3.604
0.761,0.547,2.960,0.432,0.031,-0.641,0.001,459.354,-0.106,0.047,0.077,0.430,0.000,-3.568
1.015,0.544,2.968,0.556,0.035,-0.654,0.003,454.137,-0.329,-0.073,0.239,0.551,0.000,-3.444
1.268,0.542,2.986,0.760,0.027,-0.668,-0.001,450.094,-0.702,-0.390,0.405,0.752,0.000,-3.240
1.521,0.536,3.007,1.010,0.006,-0.682,-0.008,447.361,-1.129,-0.527,0.543,1.002,0.000,-2.990
1.773,0.524,3.026,1.280,0.014,-0.688,-0.015,446.206,-1.547,-0.458,0.653,1.270,0.000,-2.720
2.027,0.511,3.036,1.544,0.020,-0.694,-0.030,446.770,-1.667,-0.228,0.737,1.535,0.000,-2.456
2.279,0.505,3.038,1.799,0.034,-0.699,-0.035,447.404,-1.496,-0.210,0.812,1.791,0.000,-2.201
2.532,0.510,3.031,2.044,0.040,-0.707,-0.040,447.856,-1.125,-0.329,0.868,2.036,0.000,-1.956
2.784,0.531,3.020,2.282,0.036,-0.706,-0.035,448.305,-0.418,-0.629,0.903,2.274,0.000,-1.718
3.037,0.565,3.002,2.512,0.025,-0.714,-0.032,448.551,0.445,-0.946,0.954,2.504,0.000,-1.488
3.290,0.609,2.981,2.736,0.026,-0.714,-0.015,449.112,1.358,-1.343,0.998,2.728,0.000,-1.264
3.542,0.656,2.959,2.956,0.023,-0.719,-0.009,449.280,2.088,-1.756,1.049,2.949,0.000,-1.044
3.795,0.702,2.939,3.172,0.018,-0.725,-0.001,449.509,2.806,-2.044,1.106,3.165,0.000,-0.828
4.047,0.742,2.923,3.392,0.014,-0.727,0.007,449.775,3.265,-2.302,1.141,3.378,0.000,-0.608
4.300,0.772,2.913,3.602,0.016,-0.727,0.010,450.050,3.470,-2.493,1.154,3.588,0.000,-0.398
4.553,0.790,2.908,3.811,0.011,-0.731,0.005,449.891,3.497,-2.538,1.177,3.797,0.000,-0.189
4.805,0.800,2.908,4.019,0.013,-0.731,0.005,423.820,3.411,-2.544,1.191,4.005,0.000,0.019
5.057,0.802,2.911,4.208,0.018,-0.729,-0.006,407.114,3.240,-2.532,1.186,4.197,0.000,0.208
5.309,0.802,2.916,4.319,0.017,-0.729,-0.013,411.061,3.082,-2.596,1.179,4.314,0.000,0.319
5.561,0.803,2.922,4.356,0.024,-0.727,-0.024,416.355,3.026,-2.707,1.153,4.356,0.000,0.356
5.813,0.808,2.924,4.332,0.017,-0.725,-0.027,419.905,3.166,-2.833,1.134,4.332,0.000,0.332
6.065,0.819,2.922,4.255,0.016,-0.725,-0.028,422.969,3.471,-2.926,1.121,4.255,0.000,0.255
6.318,0.835,2.913,4.141,0.012,-0.725,-0.027,424.924,3.877,-3.019,1.114,4.141,0.000,0.141
6.570,0.855,2.898,3.992,0.020,-0.725,-0.022,454.950,4.491,-3.105,1.116,3.992,0.000,-0.008
