Time, X, Y, Z, Pitch, Yaw, Roll, errorHeight, errorRoll, errorPitch, errorYaw, HLeadOut, HIntegralOut, HeightError, HVelLeadOut->yl[0], ctrl_vel_h->ref
------------------------[Parameters]------------------------
HOVER_VALUE, ctrl_x->ref, ctrl_y->ref, ctrl_yaw->ref, ctrl_h->ref, ctrl_h->kp, ctrl_h->tau_i, ctrl_h->tau_d, ctrl_h->alpha, ctrl_vel_x->tau_i, ctrl_vel_x->tau_d, ctrl_vel_x->alpha, ctrl_vel_h->kp, ctrl_vel_h->tau_i, ctrl_vel_h->tau_d
440.000, 0.114, 1.201, 0.062, 4.000, 16.411, 0.000, 0.000, 0.000, 0.000, 0.347, 0.300, 44.668, 0.000, 0.756, 
------------------------[Parameters]------------------------
0.268,0.117,1.200,0.406,0.008,0.060,0.001,461.931,0.042,-0.043,0.023,0.406,0.000,-3.594
0.559,0.111,1.216,0.556,0.021,0.041,0.018,442.319,-0.928,0.208,0.192,0.551,0.000,-3.444
0.830,0.114,1.243,0.813,0.006,0.024,-0.024,434.360,-1.738,-0.065,0.383,0.807,0.000,-3.187
1.151,0.112,1.252,0.985,0.005,0.018,-0.023,445.719,-1.110,0.173,0.484,0.980,0.000,-3.015
1.430,0.107,1.251,1.072,0.006,0.018,-0.027,448.973,-0.701,0.430,0.535,1.068,0.000,-2.928
1.709,0.102,1.246,1.133,0.009,0.010,-0.024,454.910,-0.461,0.450,0.584,1.129,0.000,-2.867
2.005,0.083,1.203,1.350,0.029,-0.005,-0.030,441.196,2.238,1.380,0.702,1.346,0.000,-2.650
2.268,0.080,1.182,1.415,0.033,-0.008,-0.027,455.311,1.362,0.670,0.778,1.415,0.000,-2.585
2.523,0.118,1.105,1.624,0.035,-0.024,-0.007,450.831,3.404,-1.542,0.960,1.622,0.000,-2.376
2.797,0.149,1.091,1.694,-0.009,-0.030,0.018,454.763,2.422,-1.854,1.032,1.692,0.000,-2.306
3.047,0.164,1.095,1.754,0.000,-0.031,-0.009,453.041,1.451,-1.404,1.081,1.753,0.000,-2.246
3.354,0.161,1.093,1.834,0.015,-0.035,-0.035,454.581,1.880,-0.492,1.105,1.829,0.000,-2.166
3.667,0.156,1.061,1.921,0.028,-0.039,-0.034,452.725,3.845,-0.337,1.146,1.921,0.000,-2.079
3.922,0.167,1.002,2.016,0.039,-0.040,-0.007,458.710,4.504,-1.042,1.160,2.016,0.000,-1.984
4.192,0.190,0.966,2.079,0.029,-0.036,0.021,455.625,5.148,-1.845,1.129,2.065,0.000,-1.921
4.487,0.254,0.949,2.206,0.001,-0.032,0.014,454.299,4.282,-3.835,1.100,2.191,0.000,-1.794
4.790,0.274,0.977,2.313,-0.030,-0.029,-0.023,453.477,2.622,-2.297,1.059,2.313,0.000,-1.687
5.070,0.264,0.983,2.339,-0.020,-0.026,-0.039,456.796,2.969,-1.849,1.028,2.339,0.000,-1.661
5.349,0.199,0.960,2.423,0.009,-0.021,-0.031,460.939,3.921,-1.280,0.965,2.423,0.000,-1.577
5.638,0.193,0.954,2.432,0.011,-0.023,-0.036,461.010,3.603,-2.317,0.975,2.432,0.000,-1.568
5.967,0.191,0.952,2.435,0.013,-0.022,-0.035,462.328,3.372,-2.590,0.965,2.435,0.000,-1.565
6.285,0.182,0.942,2.450,0.021,-0.022,-0.038,460.980,3.863,-2.112,0.967,2.450,0.000,-1.550
6.596,0.182,0.942,2.450,0.021,-0.022,-0.038,462.333,3.366,-2.599,0.968,2.450,0.000,-1.550
6.868,0.174,0.933,2.463,0.029,-0.025,-0.045,461.850,3.661,-2.356,0.989,2.463,0.000,-1.537
7.154,0.174,0.933,2.463,0.029,-0.025,-0.045,462.334,3.361,-2.602,0.994,2.463,0.000,-1.537
7.450,0.174,0.933,2.463,0.029,-0.025,-0.045,462.334,3.357,-2.606,0.995,2.463,0.000,-1.537
7.702,0.157,0.796,2.609,0.005,-0.018,-0.040,461.259,5.326,-2.345,0.930,2.609,0.000,-1.391
7.955,0.160,0.536,2.881,0.012,-0.015,-0.040,449.577,9.232,-2.371,0.894,2.881,0.000,-1.119
8.226,0.160,0.536,2.881,0.012,-0.015,-0.040,462.292,3.659,-2.624,0.881,2.881,0.000,-1.119
8.522,0.152,0.327,3.087,0.015,-0.021,-0.049,460.817,6.393,-2.433,0.943,3.087,0.000,-0.913
8.805,0.148,0.103,3.296,0.032,-0.023,-0.035,425.221,19.732,-1.937,0.963,3.296,0.000,-0.704
9.121,0.156,-0.259,3.613,0.024,-0.019,-0.048,415.916,19.380,-2.858,0.956,3.613,0.000,-0.387
9.413,0.170,-0.476,3.781,0.040,-0.032,-0.098,400.700,24.420,-3.152,0.942,3.781,0.000,-0.219
9.712,0.172,-0.506,3.799,0.042,-0.033,-0.101,462.268,4.179,-2.603,1.083,3.799,0.000,-0.201
9.962,0.214,-0.864,3.966,0.029,-0.047,0.075,461.684,7.225,-2.794,1.233,3.966,0.000,-0.034
10.253,0.214,-0.864,3.966,0.029,-0.047,0.075,462.332,3.625,-2.546,1.244,3.966,0.000,-0.034
10.511,0.353,-1.310,3.949,-0.066,0.010,0.033,405.881,12.419,-7.184,0.594,3.949,0.000,-0.051
10.812,0.336,-1.295,4.052,-0.047,0.009,0.033,411.080,3.084,-2.122,0.608,4.052,0.000,0.052
11.074,0.336,-1.295,4.052,-0.047,0.009,0.033,417.663,3.264
